price,year,manufacturer,model,condition,fuel,odometer,transmission,paint_color
11500,2011,toyota,sienna,excellent,gas,125000,automatic,black
11200,2007,cadillac,escalade,good,gas,125000,automatic,brown
11000,2007,honda,ridgeline,good,gas,125000,automatic,silver
11000,2011,chevrolet,silverado,excellent,gas,125000,automatic,red
10950,2005,mercedes-benz,benz sl500,good,gas,125000,automatic,white
10900,1998,jeep,wrangler,good,gas,125000,automatic,red
10000,2015,volkswagen,golf,good,diesel,125000,automatic,blue
9999,2008,chevrolet,express 2500,good,gas,125000,automatic,white
9900,2016,nissan,altima,like new,gas,125000,automatic,grey
9800,2013,chevrolet,equinox,excellent,gas,125000,automatic,custom
9750,2014,dodge,journey crew,excellent,gas,125000,automatic,grey
9500,2013,hyundai,sonata,excellent,gas,125000,automatic,red
9500,2015,ram,1500,good,gas,125000,automatic,white
9000,2013,nissan,altima,excellent,gas,125000,automatic,black
8949,2007,mazda,cx-5 touring,excellent,gas,125000,automatic,black
8800,2014,toyota,camry,like new,gas,125000,automatic,white
8500,1995,mazda,miata,good,gas,125000,manual,white
8500,1974,volkswagen,beetle,good,gas,125000,manual,red
8495,2010,ford,mustang,excellent,gas,125000,automatic,red
8495,2011,honda,accord ex-l,excellent,gas,125000,automatic,orange
8100,2013,ford,fusion titanium hybrid,excellent,hybrid,125000,automatic,silver
8000,2013,hyundai,tuscan gls,good,gas,125000,automatic,brown
8000,2010,infiniti,g37,excellent,gas,125000,automatic,grey
7999,1999,ford,e350 sd,good,gas,125000,automatic,white
7995,2014,volkswagen,jetta se,excellent,gas,125000,automatic,silver
7900,2008,infiniti,g35,excellent,gas,125000,automatic,white
7500,2012,honda,civic lx,excellent,gas,125000,automatic,silver
7500,2009,mercedes-benz,clk350,excellent,gas,125000,automatic,black
7500,2008,mercedes-benz,benz clk 350,excellent,gas,125000,automatic,silver
7500,2008,honda,accord,excellent,gas,125000,automatic,grey
7000,2007,ford,fusion awd v6,like new,gas,125000,automatic,silver
7000,2009,infiniti,g37 coupe,salvage,gas,125000,automatic,blue
6999,2015,nissan,nv200 sv,like new,gas,125000,automatic,white
6999,2015,nissan,nv200 sv,like new,gas,125000,automatic,white
6998,2009,bmw,x5,excellent,gas,125000,automatic,white
6700,2007,bmw,328i,excellent,gas,125000,automatic,green
6700,2007,bmw,328i,excellent,gas,125000,automatic,green
6500,2012,hyundai,sonata,good,hybrid,125000,automatic,blue
6500,2006,toyota,solara sle convertible,good,gas,125000,automatic,white
6500,2011,dodge,charger,good,gas,125000,automatic,white
6300,2015,volkswagen,passat,like new,gas,125000,automatic,grey
6250,2007,chevrolet,equinox lt,excellent,gas,125000,automatic,red
6200,2005,bmw,x5,excellent,gas,125000,automatic,white
6195,2010,ford,fusion sel,like new,gas,125000,automatic,white
6195,2010,ford,fusion sel,like new,gas,125000,automatic,white
6195,2010,ford,fusion sel,like new,gas,125000,automatic,white
6000,2013,nissan,sentra sv,good,gas,125000,automatic,white
6000,2007,nissan,murano sl,excellent,gas,125000,automatic,white
5800,1999,ford,f350 super duty,fair,gas,125000,automatic,white
5800,2007,toyota,prius,good,hybrid,125000,automatic,custom
5795,2008,dodge,nitro sxt,good,gas,125000,automatic,white
5777,2005,mitsubishi,endeavor limited awd,excellent,gas,125000,automatic,white
5700,2003,bmw,745li,excellent,gas,125000,automatic,grey
5500,2009,buick,lucerne,excellent,gas,125000,automatic,silver
5500,2005,chrysler,300,good,gas,125000,automatic,silver
5500,2006,nissan,xterra off road,excellent,gas,125000,automatic,black
5500,2007,mercury,milan,like new,gas,125000,automatic,white
5050,2005,mercedes-benz,c240,like new,gas,125000,automatic,silver
5000,2005,jeep,grand cherokee,good,gas,125000,automatic,red
4990,2005,honda,civic,like new,gas,125000,automatic,silver
4900,2007,mazda,3,good,gas,125000,automatic,white
4500,2001,volvo,s60 2.4t,excellent,gas,125000,automatic,white
4500,2011,dodge,caliber,like new,gas,125000,manual,black
4300,2009,kia,spectra ex,excellent,gas,125000,automatic,red
4300,2008,volkswagen,passat se,like new,gas,125000,automatic,grey
4299,2006,chrysler,pt cruiser limited,like new,gas,125000,automatic,blue
4250,2002,ram,1500,excellent,gas,125000,automatic,custom
4000,2003,buick,century,good,gas,125000,automatic,white
4000,2005,dodge,durango,fair,gas,125000,automatic,black
3995,2004,bmw,325ci convertible,excellent,gas,125000,automatic,silver
3995,1997,volkswagen,cabriolet,excellent,gas,125000,manual,green
3900,2006,toyota,matrix,good,gas,125000,automatic,grey
3800,2008,honda,odyssey,good,gas,125000,automatic,grey
3500,1988,ford,f150,good,gas,125000,manual,white
3300,2006,ford,five hundred,excellent,gas,125000,automatic,grey
3200,1997,mercury,grand marquis,excellent,gas,125000,automatic,green
3000,2008,chevrolet,impala,excellent,gas,125000,automatic,custom
2900,1997,mercury,grand marquis,excellent,gas,125000,automatic,green
2200,1998,bmw,540i,good,gas,125000,automatic,green
2000,2007,volvo,xc,good,gas,125000,automatic,silver
1950,2003,chrysler,pt cruiser,good,gas,125000,automatic,red
1750,2002,ford,taurus ses,good,gas,125000,automatic,silver
1550,2008,bmw,328i,fair,gas,125000,automatic,black
1500,1995,chevrolet,s10,fair,gas,125000,manual,blue
1500,2005,volkswagen,jetta,good,gas,125000,automatic,silver
11200,2014,jeep,compass,good,gas,124983,automatic,white
11200,2014,jeep,compass,good,gas,124983,automatic,white
8000,2013,ford,mustang,excellent,gas,124980,automatic,black
22900,2008,jeep,wrangler,excellent,gas,124977,automatic,blue
22900,2008,jeep,wrangler,excellent,gas,124977,automatic,blue
8999,2005,acura,rl sh-awd,excellent,gas,124939,automatic,silver
2550,2003,volkswagen,passat gl wagon,good,gas,124934,automatic,grey
2550,2003,volkswagen,passat gl wagon,good,gas,124934,automatic,grey
10499,2012,mercedes-benz,e-class,good,gas,124900,automatic,blue
6000,2008,mini,cooper s,excellent,gas,124900,automatic,white
13999,2016,toyota,camry,good,other,124887,automatic,silver
13999,2016,toyota,camry,good,other,124887,automatic,silver
8700,2006,mercedes-benz,ml350,excellent,gas,124885,automatic,grey
10491,2006,toyota,sequoia sr5,like new,gas,124879,automatic,black
7000,1987,ford,tbird coupe,excellent,gas,124878,automatic,blue
7000,1987,ford,thunderbird turbo coupe,excellent,gas,124878,automatic,blue
8499,2007,ford,mustang v6 convertible,excellent,gas,124876,automatic,grey
4600,2006,volvo,s60 2.5 t,like new,gas,124876,automatic,white
4600,2006,volvo,s60 2.5 t,excellent,gas,124876,automatic,white
17999,2014,dodge,durango limited,excellent,gas,124872,automatic,white
4900,2006,ford,escape hybrid limited,excellent,hybrid,124830,automatic,silver
32999,2014,gmc,sierra 3500hd cc,excellent,gas,124821,automatic,white
32999,2014,gmc,sierra 3500hd cc,excellent,gas,124821,automatic,white
32999,2014,gmc,sierra 3500hd cc,excellent,gas,124821,automatic,white
32999,2014,gmc,sierra 3500hd cc,excellent,gas,124821,automatic,white
9899,2012,hyundai,sonata gls,excellent,gas,124821,automatic,silver
5990,1994,ford,club wagon,excellent,gas,124818,automatic,brown
22999,2014,chevrolet,tahoe ltz,excellent,gas,124815,automatic,red
5900,2012,mazda,mazda3 gt,good,gas,124802,automatic,grey
5900,2012,mazda,mazda3 gt,good,gas,124802,automatic,grey
9000,2013,chrysler,town & country,good,gas,124800,automatic,red
4995,2009,chevrolet,hhr,excellent,gas,124791,automatic,white
6999,2003,mercedes-benz,clk320,excellent,gas,124750,automatic,red
6999,2003,mercedes-benz,clk320,excellent,gas,124750,automatic,red
11995,2014,toyota,corolla s,like new,gas,124742,automatic,black
3500,2001,honda,accord lx,excellent,gas,124737,automatic,black
3500,2001,honda,accord lx,excellent,gas,124737,automatic,black
3500,2001,honda,accord lx,excellent,gas,124737,automatic,black
7250,2008,cadillac,cts,excellent,gas,124729,automatic,black
7250,2008,cadillac,cts,excellent,gas,124729,automatic,black
9980,2014,ford,escape se,excellent,gas,124725,automatic,green
9980,2014,ford,escape se,excellent,gas,124725,automatic,green
15999,2012,mercedes-benz,ml350 4matic,excellent,gas,124723,automatic,grey
10999,2007,audi,q7,good,gas,124719,automatic,grey
5996,2006,hyundai,elantra,excellent,gas,124709,automatic,silver
7901,2013,subaru,impreza wagon,good,gas,124700,automatic,silver
13999,2012,nissan,armada,excellent,gas,124689,automatic,silver
29990,2007,ford,super duty f-750 straight frame,good,diesel,124669,automatic,white
29990,2007,ford,super duty f-750 straight frame,good,diesel,124669,automatic,white
19999,2011,cadillac,escalade,good,gas,124660,automatic,black
7899,2014,ford,focus,good,gas,124632,automatic,white
9400,2015,ford,fusion se,excellent,gas,124624,automatic,black
9400,2015,ford,fusion se,excellent,gas,124624,automatic,black
5499,2007,nissan,quest,excellent,gas,124615,automatic,brown
4900,2004,ford,mustang,excellent,gas,124611,automatic,red
6499,2013,dodge,avenger,good,gas,124603,automatic,black
4999,2006,kia,sportage,good,gas,124602,automatic,red
33999,2012,ford,f-250 lariat 6.7,excellent,diesel,124596,automatic,grey
12000,2010,rover,sport hse,good,gas,124583,automatic,black
29900,2015,ford,f150,excellent,gas,124564,automatic,black
7800,2013,nissan,rogue,excellent,gas,124555,automatic,white
4600,2006,hyundai,tiburon gt,excellent,gas,124552,automatic,silver
4600,2006,hyundai,tiburon gt,excellent,gas,124552,automatic,silver
10990,2003,nissan,frontier sv crew cab,excellent,gas,124549,automatic,red
8749,2011,honda,cr-v,good,gas,124533,automatic,white
12999,2012,honda,accord,like new,gas,124531,automatic,silver
7499,2013,hyundai,sonata hybrid,excellent,gas,124506,automatic,blue
24500,2010,ford,f-250,good,diesel,124500,automatic,red
17000,2011,chevrolet,silverado 1500ls,excellent,gas,124500,automatic,blue
11300,2003,mercedes-benz,sl500,excellent,gas,124500,automatic,silver
7500,2006,mercedes-benz,benz s500,excellent,gas,124500,automatic,silver
7500,2006,mercedes-benz,benz s500,excellent,gas,124500,automatic,silver
6500,2010,honda,civic lx couoe,good,gas,124500,automatic,blue
4100,2002,mercedes-benz,benz e350,good,gas,124500,automatic,black
3000,2004,honda,civic,good,gas,124500,manual,black
45999,2014,chevrolet,silverado 2500hd,excellent,diesel,124497,automatic,white
45999,2014,chevrolet,silverado 2500hd,excellent,diesel,124497,automatic,white
13495,2009,ford,econoline,like new,gas,124486,automatic,white
5488,2014,ford,fiesta,excellent,gas,124480,automatic,white
10800,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10800,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10800,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10800,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10500,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10500,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10500,2006,lexus,is 250,excellent,gas,124469,automatic,blue
10500,2006,lexus,is 250,excellent,gas,124469,automatic,blue
7999,2011,honda,civic sdn,excellent,gas,124444,automatic,grey
4495,2007,honda,civic,excellent,gas,124433,automatic,blue
37420,2015,toyota,tundra trd pro,excellent,gas,124421,automatic,white
10795,2015,honda,fit,excellent,gas,124418,automatic,red
9995,2015,toyota,corolla,excellent,gas,124392,automatic,grey
15900,1992,chevrolet,silverado 1500,excellent,gas,124390,automatic,red
8500,2009,buick,enclave cxl,good,gas,124387,automatic,black
14900,2007,cadillac,escalade esv,good,gas,124386,automatic,black
14900,2007,cadillac,escalade esv,good,gas,124386,automatic,black
10950,2008,mercedes-benz,s-class,good,gas,124383,automatic,black
10950,2008,mercedes-benz,s-class,good,gas,124383,automatic,black
7900,2010,toyota,prius,excellent,gas,124381,automatic,custom
16000,2014,infiniti,qx60,excellent,gas,124377,automatic,white
21900,2012,jeep,wrangler,excellent,gas,124351,automatic,red
21900,2012,jeep,wrangler,excellent,gas,124351,automatic,red
21900,2012,jeep,wrangler,excellent,gas,124351,automatic,red
21800,2012,jeep,wrangler,excellent,gas,124350,automatic,red
9500,2010,toyota,prius hybrid,excellent,hybrid,124346,automatic,black
5995,2013,chevrolet,sonic,good,diesel,124333,automatic,orange
6450,2008,toyota,prius hybrid touring,excellent,hybrid,124321,automatic,blue
6495,2012,jeep,patriot,good,gas,124301,automatic,white
6495,2012,jeep,patriot,good,gas,124301,automatic,white
4500,2010,honda,civic,good,gas,124300,automatic,black
5500,2006,honda,civic,like new,gas,124272,automatic,silver
3895,2005,buick,lacrosse cxl,excellent,gas,124262,automatic,white
10999,2010,dodge,dakota quad cab sport 3.7,excellent,gas,124251,automatic,white
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,gas,124248,automatic,red
10999,2010,cadillac,srx,excellent,gas,124230,automatic,black
10999,2010,cadillac,srx,excellent,gas,124230,automatic,black
10999,2010,cadillac,srx,excellent,gas,124230,automatic,black
10999,2010,cadillac,srx,excellent,gas,124230,automatic,black
10999,2010,cadillac,srx,excellent,gas,124230,automatic,black
1000,2014,nissan,altima 2.5 sv,excellent,gas,124217,automatic,silver
10800,2007,infiniti,qx56 4dr suv,excellent,gas,124214,automatic,black
6450,2013,chrysler,200,excellent,gas,124210,automatic,silver
7990,2013,chevrolet,traverse,excellent,gas,124208,automatic,grey
8588,2009,honda,fit,good,gas,124201,automatic,black
12900,2004,chevrolet,silverado 1500,excellent,gas,124191,automatic,brown
5995,2008,kia,sorento,good,gas,124191,automatic,white
11500,2014,hyundai,santa fe sport,excellent,gas,124135,automatic,white
11999,2014,nissan,pathfinder sv,excellent,gas,124124,automatic,blue
11999,2014,nissan,pathfinder sv,excellent,gas,124124,automatic,black
20995,2015,dodge,charger,good,gas,124121,automatic,white
49950,2015,ford,f350 super duty lariat,excellent,diesel,124119,automatic,white
49950,2015,ford,f350 super duty lariat,excellent,diesel,124119,automatic,white
8995,2012,chrysler,300,excellent,gas,124102,automatic,grey
17999,2018,ford,flex,good,gas,124085,automatic,custom
8950,2004,lexus,rx 330 awd,good,gas,124082,automatic,custom
12900,2010,volkswagen,touareg tdi,excellent,diesel,124061,automatic,silver
24950,2013,ford,f-150,excellent,gas,124056,automatic,white
19500,2013,jeep,wrangler,excellent,gas,124055,automatic,blue
6800,2014,dodge,grand caravan,good,gas,124040,automatic,silver
8500,2007,ford,f-150,good,gas,124025,automatic,white
7195,2010,toyota,corolla le,excellent,gas,124018,automatic,red
20700,2011,jeep,wrangler unlimited,excellent,gas,124007,automatic,red
4988,2006,mini,cooper hardtop,excellent,gas,124002,automatic,red
4988,2006,mini,cooper hardtop,excellent,gas,124002,automatic,red
4988,2006,mini,cooper hardtop,excellent,gas,124002,automatic,red
23500,2013,ford,f150,excellent,gas,124000,automatic,white
20000,2003,ford,f-250 super duty,excellent,diesel,124000,automatic,white
20000,2005,ford,f350 super duty lariat,good,diesel,124000,automatic,custom
18995,2011,ford,super duty f-250 srw,excellent,gas,124000,automatic,white
17700,2009,toyota,tacoma,excellent,gas,124000,automatic,grey
16500,2003,ford,f-250,good,diesel,124000,automatic,red
16000,2005,ford,f-150,excellent,gas,124000,automatic,brown
15000,2010,gmc,sierra,excellent,gas,124000,automatic,silver
14900,1995,toyota,hiace,excellent,diesel,124000,automatic,brown
13000,2007,ram,1500,excellent,gas,124000,automatic,grey
12500,1986,toyota,travelmaster,excellent,gas,124000,automatic,white
12000,2007,honda,pilot,excellent,gas,124000,automatic,brown
12000,2012,mercedes-benz,benz,excellent,gas,124000,automatic,black
11995,2014,honda,accord sedan lx,excellent,gas,124000,automatic,black
11500,2013,volkswagen,cc sport,like new,gas,124000,automatic,white
11400,2016,ford,escape,excellent,gas,124000,automatic,black
11000,1978,chevrolet,corvette,excellent,gas,124000,automatic,grey
10999,2017,nissan,rogue sport sv,excellent,gas,124000,automatic,red
10900,2009,lexus,rx 350,excellent,gas,124000,automatic,grey
10300,2016,hyundai,sonata se,good,gas,124000,automatic,grey
9899,2017,nissan,rogue sv,excellent,gas,124000,automatic,red
9800,2011,hyundai,santa fe limited,excellent,gas,124000,automatic,silver
9500,1982,bmw,323i,good,gas,124000,manual,green
9500,2007,audi,q7 3.6 premium s line,good,gas,124000,automatic,grey
8999,2013,nissan,altima,excellent,gas,124000,automatic,black
8499,2015,nissan,altima,excellent,gas,124000,automatic,white
8499,2015,nissan,altima,excellent,gas,124000,automatic,white
8495,2015,hyundai,sonata,good,gas,124000,automatic,brown
8000,1991,ford,f-150,good,gas,124000,automatic,purple
8000,2010,dodge,charger sxt,good,gas,124000,automatic,white
7950,2009,toyota,matrix,excellent,gas,124000,automatic,grey
7950,2009,toyota,matrix,excellent,gas,124000,automatic,grey
7800,2002,dodge,dakota slt,excellent,gas,124000,automatic,white
7500,2002,bmw,330xi,excellent,gas,124000,manual,custom
7500,2013,volkswagen,jetta tdi,excellent,diesel,124000,automatic,silver
7300,2006,volvo,xc90,like new,gas,124000,automatic,black
6995,2007,audi,a4,good,gas,124000,automatic,black
6700,2008,bmw,5 series 528i,excellent,gas,124000,automatic,black
6500,2013,ford,focus se,excellent,gas,124000,automatic,silver
6500,2014,dodge,charger,good,gas,124000,automatic,black
6500,2013,kia,soul,excellent,gas,124000,manual,grey
6500,1994,chevrolet,corvette,good,gas,124000,automatic,green
6495,2011,ford,fusion se,good,gas,124000,automatic,custom
6400,2005,acura,mdx touring sport 4wd,excellent,gas,124000,automatic,grey
6390,2008,honda,civic lx,excellent,gas,124000,manual,silver
6300,2008,honda,odyssey,like new,gas,124000,automatic,silver
6000,2007,mercedes-benz,e320 cdi,good,diesel,124000,automatic,blue
6000,2006,nissan,murano,excellent,gas,124000,automatic,blue
5999,2012,mini,cooper hardtop,excellent,gas,124000,manual,blue
5500,2004,honda,civic ex,excellent,gas,124000,automatic,silver
5500,2007,volvo,s80 3.2,excellent,gas,124000,automatic,black
5495,2006,mini,cooper convertible,good,gas,124000,manual,grey
5300,2003,audi,a4 avant 1.8t,excellent,gas,124000,automatic,blue
5000,2005,audi,a6,good,gas,124000,automatic,custom
5000,2008,ford,ranger,good,gas,124000,automatic,white
4900,2015,chevrolet,sonic ls,excellent,gas,124000,automatic,blue
4500,2012,ford,fiesta se,good,gas,124000,manual,green
4500,2006,mazda,6,excellent,gas,124000,automatic,silver
4000,2011,chevrolet,impala,excellent,gas,124000,automatic,blue
4000,2016,chevrolet,express g3500,excellent,gas,124000,automatic,white
4000,2016,chevrolet,express g3500,excellent,gas,124000,automatic,white
4000,2016,chevrolet,express g3500,excellent,gas,124000,automatic,white
3900,2004,chevrolet,impala,good,gas,124000,automatic,red
3900,2016,chevrolet,express g3500,excellent,gas,124000,automatic,white
3600,2005,chrysler,pt cruiser,excellent,gas,124000,automatic,white
3499,2005,saturn,vue xe,excellent,gas,124000,automatic,silver
3000,2002,toyota,avalon xls,good,gas,124000,automatic,silver
2800,2002,ram,2500,good,gas,124000,automatic,grey
2500,1989,mazda,b2200 truck,excellent,gas,124000,manual,blue
2100,2000,ford,crown victoria lx,good,gas,124000,automatic,silver
1500,2014,kia,cadenza limited-sxl,like new,gas,124000,automatic,silver
5995,2013,dodge,dart,good,gas,123998,automatic,grey
10890,2014,toyota,camry se (sports edition),excellent,gas,123990,automatic,white
17800,2016,nissan,nv1500 cargo van,excellent,gas,123985,automatic,white
9300,2006,acura,rsx,salvage,gas,123940,manual,black
4999,2006,hyundai,elantra,excellent,gas,123929,automatic,blue
8950,2013,volkswagen,jetta gli,good,gas,123904,automatic,black
8950,2013,volkswagen,jetta gli,good,gas,123904,automatic,black
8950,2013,volkswagen,jetta gli,good,gas,123904,automatic,black
6995,2014,volkswagen,jetta,excellent,gas,123870,automatic,blue
9500,2007,honda,cr-v,excellent,gas,123864,automatic,blue
9345,2016,chevrolet,equinox ls,excellent,gas,123864,automatic,silver
8999,2014,ford,fusion,excellent,gas,123848,automatic,white
5295,2007,hyundai,elantra gls,excellent,gas,123844,automatic,grey
17999,2013,dodge,challenger,excellent,gas,123832,automatic,black
17999,2013,dodge,challenger,excellent,gas,123832,automatic,black
16999,2013,dodge,challenger,excellent,gas,123832,automatic,black
16999,2013,dodge,challenger,excellent,gas,123832,automatic,black
16999,2013,dodge,challenger,excellent,gas,123832,automatic,black
4450,2011,kia,forte 5-door,good,gas,123821,automatic,grey
2900,2003,volkswagen,jetta gls,excellent,gas,123816,automatic,red
2999,2011,dodge,grand caravan passenger,like new,gas,123804,automatic,white
6200,2005,mercedes-benz,e320,excellent,gas,123800,automatic,brown
4995,2006,hyundai,tucson,good,gas,123800,automatic,silver
2100,2006,mitsubishi,lancer,excellent,gas,123800,automatic,grey
9900,2011,bmw,5 series 535i,good,gas,123789,automatic,white
4997,2010,ford,escape,good,gas,123765,automatic,black
10900,2015,toyota,corolla,excellent,gas,123757,automatic,custom
10900,2015,toyota,corolla,excellent,gas,123757,automatic,custom
10900,2015,toyota,corolla,excellent,gas,123757,automatic,custom
17000,1981,chevrolet,p30 step van,excellent,gas,123756,automatic,green
25888,2015,ram,1500 ecodiesel,like new,diesel,123745,automatic,black
6991,1996,chevrolet,corvette,like new,gas,123745,automatic,white
14900,2000,jeep,wrangler sahara 4x4,excellent,gas,123736,manual,green
12500,2012,jeep,grand cherokee,excellent,gas,123733,automatic,grey
11950,2014,subaru,outback,excellent,gas,123723,automatic,blue
11950,2014,subaru,outback,excellent,gas,123723,automatic,blue
25900,2014,chevrolet,silverado 1500 lt,good,other,123712,other,blue
8997,2015,honda,civic,excellent,gas,123712,automatic,blue
14500,2012,mazda,mazdaspeed3,excellent,gas,123700,manual,white
8995,2013,mazda,3i sv,excellent,gas,123687,automatic,silver
8995,2013,mazda,3i sv,excellent,gas,123687,automatic,silver
8995,2013,mazda,3i sv,excellent,gas,123687,automatic,silver
6495,2011,hyundai,sonata gls,excellent,gas,123682,automatic,black
15999,2014,chevrolet,traverse,excellent,gas,123676,automatic,red
8995,2008,jeep,liberty,excellent,gas,123661,automatic,white
10999,2008,ram,1500 slt,excellent,gas,123652,automatic,blue
27990,2011,ford,f-750,good,diesel,123622,automatic,white
27990,2011,ford,f-750,good,diesel,123622,automatic,white
27990,2011,ford,f-750,good,diesel,123622,automatic,white
14900,2011,rover,sport,excellent,gas,123616,automatic,blue
5400,1996,chevrolet,silverado 1500,good,gas,123610,automatic,blue
7995,2012,kia,sorento,good,gas,123609,automatic,custom
8000,2008,mercedes-benz,benz c300,excellent,gas,123601,automatic,silver
6200,2016,nissan,sentra s,good,gas,123583,automatic,blue
16888,2014,lexus,is 250,excellent,gas,123572,automatic,white
11500,2012,jeep,grand cherokee laredo,excellent,gas,123555,automatic,blue
8900,2011,honda,cr-v,excellent,gas,123555,automatic,custom
2199,2004,chevrolet,cavalier,good,gas,123555,automatic,blue
999,2001,ford,expedition eddie bauer,excellent,gas,123554,automatic,white
6000,2005,ford,mustang v6,fair,gas,123551,automatic,red
5988,2011,chrysler,300,excellent,gas,123545,automatic,grey
5988,2011,chrysler,300,excellent,gas,123545,automatic,grey
10977,2018,hyundai,elantra se,excellent,gas,123535,automatic,white
6995,2013,hyundai,elantra gls,excellent,gas,123527,automatic,blue
5750,2001,ford,f150,good,gas,123523,automatic,white
10000,2004,ford,f250 super duty,excellent,gas,123516,automatic,white
10000,2004,ford,f250 super duty,excellent,gas,123516,automatic,white
10000,2004,ford,f250 super duty,excellent,gas,123516,automatic,white
20999,2016,ram,1500,good,gas,123503,automatic,black
19900,2009,jeep,wrangler,excellent,gas,123500,automatic,black
9500,2013,kia,optima,good,gas,123500,automatic,white
8750,2012,mercedes-benz,benz c300,excellent,gas,123500,automatic,black
7900,1986,mercedes-benz,bennz 420sel,excellent,gas,123500,automatic,blue
7500,2007,toyota,camry,excellent,gas,123500,automatic,white
4900,2009,mazda,5,excellent,gas,123500,automatic,white
4300,2004,honda,civic lx,excellent,gas,123500,automatic,grey
2800,2005,chevrolet,malibu,good,gas,123500,automatic,custom
4475,1993,ford,ranger,excellent,gas,123482,manual,white
9750,2009,toyota,camry hybrid,excellent,hybrid,123473,automatic,grey
25999,2008,ford,super duty f-350 drw,excellent,diesel,123467,automatic,blue
32999,2016,chevrolet,silverado 2500 ltz,like new,gas,123456,automatic,black
32999,2016,chevrolet,silverado 2500 ltz,like new,gas,123456,automatic,black
30999,2019,chevrolet,silverado lt 2019,like new,gas,123456,automatic,black
30999,2019,chevrolet,silverado lt 2019,like new,gas,123456,automatic,black
30000,1966,ford,fairlane 500,good,gas,123456,automatic,custom
29999,2013,ford,f-350 lariat,like new,diesel,123456,automatic,blue
29999,2016,ford,f-150 king ranch,like new,gas,123456,automatic,white
29999,2016,chevrolet,silverado 1500,like new,gas,123456,automatic,black
28999,2014,ford,f-350,like new,gas,123456,automatic,blue
28999,2014,ford,f-350,like new,gas,123456,automatic,blue
27000,2015,ford,f-150 xlt,like new,gas,123456,automatic,white
26999,2016,ford,f-150 lariat,like new,gas,123456,automatic,red
25000,1972,ford,bronco,good,gas,123456,manual,custom
25000,2013,ford,f-350 lariat,like new,gas,123456,automatic,white
24999,2007,chevrolet,silverado 3500 lt,like new,gas,123456,automatic,grey
18999,2017,ford,f-250 xlt,new,gas,123456,automatic,white
18500,2005,ford,f-350,excellent,gas,123456,automatic,white
17999,2014,ford,f-150 platinum 4x4,like new,gas,123456,automatic,silver
17999,2014,ford,f-150 platinum 4x4,like new,gas,123456,automatic,silver
16999,2008,chevrolet,silverado 2500 lt,like new,diesel,123456,automatic,white
16000,2012,ford,f-250,like new,gas,123456,automatic,custom
16000,2012,ford,f-250,like new,gas,123456,automatic,custom
15999,2012,ford,f-150 lariat,like new,gas,123456,automatic,white
15000,1966,ford,mustang,good,gas,123456,other,yellow
14999,2013,ford,f-150 fx4,like new,gas,123456,automatic,silver
14999,2013,ford,f-150 fx4,like new,gas,123456,automatic,silver
14999,2013,ford,f-150 fx4,like new,gas,123456,automatic,silver
14999,2012,chevrolet,silverado 1500 lt,like new,gas,123456,automatic,green
13999,2011,ford,f-150 platinum,like new,gas,123456,automatic,brown
12999,2011,chevrolet,silverado 1500 lt 4x4,like new,gas,123456,automatic,blue
12999,2011,chevrolet,silverado 1500 lt 4x4,like new,gas,123456,automatic,blue
12571,1971,ford,f250,excellent,gas,123456,automatic,white
12571,1971,ford,f250,excellent,gas,123456,automatic,white
12571,1971,ford,f250,excellent,gas,123456,automatic,white
12571,1971,ford,f250,excellent,gas,123456,automatic,white
12571,1971,ford,f250,excellent,gas,123456,automatic,white
12571,1971,ford,f250,excellent,gas,123456,automatic,white
12500,1992,jeep,wrangler,excellent,gas,123456,manual,green
12000,1977,gmc,truck,good,gas,123456,automatic,brown
7500,1926,ford,t,good,gas,123456,manual,black
7500,1969,chevrolet,elcamino,fair,gas,123456,automatic,yellow
7000,1971,ford,mustang,good,gas,123456,automatic,white
6500,1986,chevrolet,k10 4x4,good,gas,123456,automatic,brown
6500,1984,chevrolet,k5 blazer,fair,gas,123456,automatic,black
6500,1984,chevrolet,k5 blazer,fair,gas,123456,automatic,black
4000,1964,ford,galaxie,good,gas,123456,automatic,red
3000,1989,bmw,325is,excellent,gas,123456,manual,grey
2600,1979,chevrolet,camaro z28,good,gas,123456,automatic,white
1500,1978,mercury,zephyr,good,gas,123456,automatic,yellow
7500,1998,jeep,wrangler,good,gas,123450,manual,red
22999,2013,chevrolet,avalanche,good,gas,123448,automatic,black
2495,2002,chrysler,town & country,excellent,gas,123440,automatic,custom
4000,2006,ford,escape,good,gas,123436,automatic,grey
