price,year,manufacturer,model,condition,fuel,odometer,transmission,paint_color
33990,2020,alfa-romeo,romeo giulia sedan 4d,good,gas,9711,other,white
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,red
43590,2019,chevrolet,silverado 1500 crew,good,other,9703,other,white
43590,2019,chevrolet,silverado 1500 crew,good,other,9703,other,white
43590,2019,chevrolet,silverado 1500 crew,good,other,9703,other,white
43590,2019,chevrolet,silverado 1500 crew,good,other,9703,other,white
43590,2019,chevrolet,silverado 1500 crew,good,other,9703,other,white
15000,1988,ford,f-350,good,gas,9702,manual,black
45500,2019,dodge,charger r/t scat pack,excellent,gas,9700,automatic,grey
45590,2020,bmw,5 series 530i xdrive sedan,good,gas,9691,other,black
45590,2020,bmw,5 series 530i xdrive sedan,good,gas,9691,other,black
45590,2020,bmw,5 series 530i xdrive sedan,good,gas,9691,other,black
45590,2020,bmw,5 series 530i xdrive sedan,good,gas,9691,other,black
16990,2014,chrysler,200 touring sedan 4d,good,other,9667,other,red
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
38990,2020,tesla,model 3 standard range,good,electric,9665,other,white
9999,2019,chevrolet,cruze ls,like new,gas,9650,automatic,purple
27995,2019,honda,ridgeline rtl awd,excellent,gas,9646,automatic,black
20999,2020,mazda,cx-30 select package,good,gas,9631,automatic,blue
41590,2019,volkswagen,atlas sel premium,good,gas,9624,other,black
41590,2019,volkswagen,atlas sel premium,good,gas,9624,other,black
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2020,cadillac,xt4 sport suv 4d,good,gas,9624,other,white
34590,2012,chevrolet,corvette coupe 2d,good,other,9580,other,red
19990,2020,kia,soul s wagon 4d,good,gas,9573,automatic,silver
31590,2015,toyota,tacoma double cab,good,gas,9567,other,silver
31590,2015,toyota,tacoma double cab,good,gas,9567,other,silver
35500,1966,chevrolet,impala,excellent,gas,9560,automatic,red
87995,2019,chevrolet,corvette z06 3lz,good,gas,9551,automatic,white
37590,2019,cadillac,xt4 sport suv 4d,good,gas,9538,other,orange
14900,2016,kia,forte lx,like new,gas,9533,automatic,red
14700,2016,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
14700,2016,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
14700,2016,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
14700,2016,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
14700,2014,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
14700,2016,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
14700,2016,kia,forte lx sedan 4d,like new,gas,9533,automatic,red
122995,2016,nissan,gt-r,good,gas,9527,automatic,black
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
25990,2018,toyota,camry xle sedan 4d,good,other,9520,other,white
24500,2020,toyota,rav4 xle,like new,gas,9516,automatic,grey
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
35990,2019,mini,convertible cooper s 2d,good,gas,9508,other,blue
41700,2019,ford,explorer sport,good,gas,9506,other,blue
41700,2019,ford,explorer sport,good,gas,9506,other,blue
41700,2019,ford,explorer sport,good,gas,9506,other,blue
41700,2019,ford,explorer sport,good,gas,9506,other,blue
27990,2019,chrysler,300 touring sedan 4d,good,gas,9505,other,silver
27990,2019,chrysler,300 touring sedan 4d,good,gas,9505,other,silver
84888,1965,chevrolet,corvette,like new,gas,9500,manual,yellow
24590,2020,mini,hardtop 4 door cooper,good,gas,9495,other,red
95000,2015,audi,r8 v10 spyder,excellent,gas,9492,automatic,silver
30590,2018,subaru,brz limited coupe 2d,good,gas,9489,other,blue
30590,2018,subaru,brz limited coupe 2d,good,gas,9489,other,blue
30590,2018,subaru,brz limited coupe 2d,good,gas,9489,other,blue
30590,2018,subaru,brz limited coupe 2d,good,gas,9489,other,blue
30590,2018,subaru,brz limited coupe 2d,good,gas,9489,other,blue
30590,2018,subaru,brz limited coupe 2d,good,gas,9489,other,blue
39998,2020,ford,mustang gt,excellent,gas,9474,automatic,white
29990,2018,cadillac,cts sedan 4d,good,gas,9474,other,silver
26990,2019,volkswagen,jetta gli autobahn,good,gas,9465,other,red
26990,2019,volkswagen,jetta gli autobahn,good,gas,9465,other,red
26990,2019,volkswagen,jetta gli autobahn,good,gas,9465,other,red
26900,2020,volkswagen,tiguan,excellent,gas,9465,automatic,white
28590,2019,lincoln,mkz reserve i sedan 4d,good,other,9460,other,white
30000,2016,honda,odyssey,like new,gas,9450,automatic,brown
38990,2020,acura,mdx sh-awd sport utility,good,gas,9434,other,black
24295,2020,chevrolet,trax lt,good,gas,9433,automatic,black
27980,2019,chevrolet,silverado,like new,gas,9432,automatic,white
59988,2019,infiniti,qx80 luxe,good,other,9418,automatic,black
30590,2020,chevrolet,colorado extended cab,good,gas,9418,other,white
22590,2019,jeep,compass latitude sport,good,other,9381,other,red
27590,2020,acura,tlx 2.4 sedan 4d,good,gas,9359,other,silver
27590,2020,acura,tlx 2.4 sedan 4d,good,gas,9359,other,silver
37990,2020,mercedes-benz,glb 250 sport,good,gas,9354,other,white
120000,2005,ferrari,f430,excellent,gas,9350,automatic,red
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
36590,2020,cadillac,xt4 sport suv 4d,good,gas,9350,other,white
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41990,2019,lincoln,continental reserve,good,gas,9345,other,blue
41590,2020,jaguar,e-pace p250 se sport,good,gas,9344,other,red
41590,2020,jaguar,e-pace p250 se sport,good,gas,9344,other,red
41590,2020,jaguar,e-pace p250 se sport,good,gas,9344,other,red
49990,2020,ford,f150 supercrew cab lariat,good,gas,9339,other,white
49990,2020,ford,f150 supercrew cab lariat,good,gas,9339,other,white
22990,2018,kia,soul ! wagon 4d,good,gas,9337,other,red
17590,2018,chevrolet,cruze lt sedan 4d,good,other,9330,other,blue
38990,2017,acura,mdx sport hybrid sh-awd,good,other,9326,other,white
89900,2021,gmc,yukon denali,good,other,9322,automatic,red
42900,2017,ford,mustang,excellent,gas,9320,automatic,black
46990,2020,toyota,4runner venture sport,good,gas,9315,other,black
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
40590,2019,ford,f250 super duty regular cab,good,other,9313,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
22990,2018,volkswagen,beetle 2.0t coast,good,gas,9303,other,white
119000,2005,ferrari,f430,excellent,gas,9300,automatic,red
37990,2020,cadillac,ct5 premium luxury,good,gas,9284,other,black
37590,2020,mercedes-benz,cla 250 coupe 4d,good,gas,9261,other,black
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
31990,2020,toyota,tacoma access cab sr,good,gas,9261,other,silver
33990,2019,ford,ranger supercrew xlt pickup,good,other,9257,other,silver
33990,2019,ford,ranger supercrew xlt pickup,good,other,9257,other,silver
33990,2019,ford,ranger supercrew xlt pickup,good,other,9257,other,silver
39590,2020,mercedes-benz,glc 300 sport,good,gas,9255,other,black
39590,2020,mercedes-benz,glc 300 sport,good,gas,9255,other,black
39590,2020,mercedes-benz,glc 300 sport,good,gas,9255,other,black
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
18990,2016,buick,verano premium group sedan,good,other,9234,other,red
37990,2019,cadillac,xt5 luxury sport,good,gas,9232,other,black
38590,2018,lexus,rx 350 sport utility 4d,good,gas,9210,other,black
38590,2018,lexus,rx 350 sport utility 4d,good,gas,9210,other,black
25990,2018,lincoln,mkz reserve sedan 4d,good,gas,9175,automatic,black
25990,2018,lincoln,mkz reserve sedan 4d,good,gas,9175,automatic,black
25990,2018,lincoln,mkz reserve sedan 4d,good,gas,9175,automatic,black
37990,2020,toyota,highlander xle sport,good,other,9173,other,white
41990,2012,chevrolet,corvette grand sport,good,other,9169,automatic,red
33990,2020,cadillac,xt4 premium luxury,good,gas,9167,other,black
33990,2020,cadillac,xt4 premium luxury,good,gas,9167,other,black
36590,2019,cadillac,xt4 premium luxury,good,gas,9160,other,red
36590,2019,cadillac,xt4 premium luxury,good,gas,9160,other,red
36590,2019,cadillac,xt4 premium luxury,good,gas,9160,other,red
17750,2017,mazda,3 sport,excellent,gas,9157,automatic,grey
17750,2017,mazda,3 sport,excellent,gas,9157,automatic,grey
33995,2019,chevrolet,express 2500 cargo van,like new,gas,9151,automatic,white
39990,2020,gmc,sierra 1500 crew cab sle,good,other,9145,other,blue
18990,2019,jeep,renegade latitude sport,good,other,9110,other,blue
44590,2020,rover,discovery sport se,good,gas,9103,other,blue
37995,2019,ford,mustang gt,excellent,gas,9100,manual,black
35995,2019,toyota,tundra dbl cab sr5,excellent,gas,9100,automatic,white
20000,2012,mercedes-benz,benz e350,like new,gas,9087,automatic,white
33590,2020,cadillac,xt4 premium luxury,good,gas,9072,other,silver
33590,2020,cadillac,xt4 premium luxury,good,gas,9072,other,silver
39500,2019,honda,passport elite,like new,gas,9069,automatic,silver
27990,2019,volkswagen,atlas s 4motion sport,good,other,9067,other,black
27990,2019,volkswagen,atlas s 4motion sport,good,other,9067,other,black
47990,2020,bmw,3 series m340i sedan 4d,good,other,9064,other,black
47990,2020,bmw,3 series m340i sedan 4d,good,other,9064,other,black
47990,2020,bmw,3 series m340i sedan 4d,good,other,9064,other,black
47990,2020,bmw,3 series m340i sedan 4d,good,other,9064,other,black
